Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,Heating,HeatingQC,CentralAir,Electrical,LowQualFinSF,GrLivArea,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageQual,GarageCond,PavedDrive,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice,TotalSF,TotalBathrooms,HouseAge,YearsSinceRemodel,OverallScore,TotalOutdoorSF
693,60,RL,42.0,26178,Pave,,IR1,Lvl,AllPub,Inside,Mod,Timber,Norm,Norm,1Fam,2Story,Hip,CompShg,MetalSd,MetalSd,BrkFace,Gd,TA,PConc,Gd,TA,Gd,GLQ,965,Unf,0,245,GasA,Ex,Y,SBrkr,0,2519,4,1,Gd,9,Typ,2,Gd,Attchd,1989.0,RFn,2,TA,TA,Y,0,0,0,0,,,,0,4,2006,WD,Normal,335000,3729,3.5,17,16,6.0,1268.0
694,30,RL,60.0,5400,Pave,,Reg,Lvl,AllPub,Corner,Sev,OldTown,Norm,Norm,1Fam,1Story,Gable,CompShg,MetalSd,MetalSd,,TA,TA,BrkTil,TA,TA,No,Unf,0,Unf,0,1073,GasA,Ex,Y,SBrkr,0,1073,2,1,TA,4,Typ,0,,Detchd,1968.0,Unf,1,TA,TA,Y,112,0,0,0,,,,0,12,2006,WD,Abnorml,108480,2146,1.0,85,38,5.5,326.0
695,50,RM,51.0,6120,Pave,,Reg,Lvl,AllPub,Corner,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,Gable,CompShg,Wd Sdng,Wd Sdng,,TA,Fa,BrkTil,TA,TA,No,Unf,0,Unf,0,927,GasA,TA,Y,SBrkr,0,1539,3,1,TA,5,Typ,0,,Detchd,1995.0,Unf,2,TA,TA,Y,0,0,0,0,,MnPrv,,0,4,2009,WD,Normal,141500,2466,1.5,73,59,5.5,688.0
696,20,RL,54.0,13811,Pave,,IR1,Lvl,AllPub,Inside,Gtl,Timber,Norm,Norm,1Fam,1Story,Gable,CompShg,HdBoard,HdBoard,BrkFace,TA,TA,CBlock,Gd,Gd,No,GLQ,980,LwQ,40,92,GasA,Gd,Y,SBrkr,0,1137,2,1,Gd,5,Typ,1,TA,Attchd,1987.0,Unf,2,TA,TA,Y,0,0,0,0,,,,0,7,2006,WD,Normal,176000,2249,3.0,19,19,6.0,748.0
697,30,RM,50.0,6000,Pave,,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1Story,Gable,CompShg,Wd Sdng,Wd Shng,,TA,TA,CBlock,TA,TA,No,LwQ,616,Unf,0,0,GasA,Gd,Y,SBrkr,0,616,2,1,TA,4,Typ,0,,Detchd,1921.0,Unf,1,TA,TA,Y,129,0,0,0,,,,0,6,2006,WD,Normal,89000,1232,1.0,85,56,6.0,205.0
698,20,RL,57.0,6420,Pave,,IR1,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,Gable,CompShg,Wd Sdng,Wd Sdng,,TA,TA,PConc,Ex,Gd,Mn,LwQ,210,ALQ,551,219,GasA,Fa,Y,FuseA,0,1148,2,1,TA,6,Typ,0,,Detchd,1952.0,Unf,1,TA,TA,Y,0,0,0,0,,,,0,9,2006,WD,Normal,123500,2128,1.5,54,54,6.0,308.0
699,20,RL,65.0,8450,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,RRAe,Norm,1Fam,1Story,Gable,CompShg,MetalSd,MetalSd,,TA,Gd,CBlock,TA,TA,No,GLQ,553,BLQ,117,224,GasA,Ex,Y,SBrkr,0,894,3,1,TA,5,Typ,1,Gd,Detchd,1973.0,Unf,1,TA,TA,Y,0,0,0,0,,MnPrv,,0,4,2010,WD,Normal,138500,1788,2.0,45,1,6.5,896.0
700,120,FV,59.0,4282,Pave,Pave,IR2,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,TwnhsE,1Story,Gable,CompShg,MetalSd,MetalSd,,Gd,TA,PConc,Gd,TA,Mn,GLQ,16,Unf,0,1375,GasA,Ex,Y,SBrkr,0,1391,2,1,Gd,5,Typ,0,,Attchd,2004.0,RFn,2,TA,TA,Y,0,0,0,0,,,,0,7,2008,WD,Normal,196000,2782,2.0,4,4,6.0,844.0
701,20,RL,85.0,14331,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Timber,Norm,Norm,1Fam,1Story,Hip,CompShg,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Ex,TA,Gd,GLQ,1274,Unf,0,526,GasA,Ex,Y,SBrkr,0,1800,3,1,Gd,7,Typ,1,Gd,Attchd,2002.0,Fin,3,TA,TA,Y,0,0,0,0,,,,0,5,2006,WD,Normal,312500,3600,3.0,4,4,6.5,1743.0
702,20,RL,80.0,9600,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,Hip,CompShg,HdBoard,HdBoard,BrkFace,TA,TA,CBlock,TA,TA,No,Unf,0,Unf,0,1164,GasA,TA,Y,SBrkr,0,1164,3,1,TA,6,Typ,0,,Attchd,1969.0,Unf,2,TA,TA,Y,0,0,0,0,,,,0,7,2006,COD,Normal,140000,2328,1.5,37,37,6.0,696.0
703,60,RL,82.0,12438,Pave,,IR1,Lvl,AllPub,Inside,Gtl,StoneBr,Norm,Norm,1Fam,2Story,Hip,CompShg,VinylSd,VinylSd,BrkFace,Ex,TA,PConc,Ex,Gd,No,Unf,0,Unf,0,1234,GasA,Ex,Y,SBrkr,0,2576,4,1,Ex,10,Typ,1,Gd,BuiltIn,2006.0,Fin,3,TA,TA,Y,0,0,0,0,,,,0,7,2006,New,Partial,361919,3810,2.5,0,0,6.5,1556.0
704,190,RM,76.0,7630,Pave,,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Feedr,Norm,2fmCon,2Story,Gable,CompShg,Wd Sdng,Wd Sdng,,TA,Gd,BrkTil,Gd,TA,No,Unf,0,Unf,0,360,GasA,Gd,Y,SBrkr,0,1812,4,2,Gd,8,Typ,1,Po,Detchd,1999.0,Unf,2,TA,TA,N,40,0,0,0,,MnPrv,,0,5,2010,WD,Normal,140000,2172,2.0,110,14,7.0,1016.0
705,20,RL,70.0,8400,Pave,,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,Av,GLQ,712,Unf,0,761,GasA,Ex,Y,SBrkr,0,1484,3,1,Gd,7,Typ,0,,Attchd,2004.0,RFn,2,TA,TA,Y,0,144,0,0,,,,0,5,2010,WD,Normal,213000,2957,3.0,6,5,6.0,750.0
706,190,RM,70.0,5600,Pave,,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,2fmCon,2Story,Hip,CompShg,VinylSd,Wd Shng,,Fa,Fa,Slab,,,,,0,,0,0,GasA,Fa,N,SBrkr,0,1092,3,2,Fa,7,Mod,0,,,,,0,,,N,0,0,0,0,,,Othr,3500,7,2010,WD,Normal,55000,1092,2.0,80,60,4.5,0.0
707,20,RL,,115149,Pave,,IR2,Low,AllPub,CulDSac,Sev,ClearCr,Norm,Norm,1Fam,1Story,Gable,CompShg,Plywood,Plywood,Stone,TA,TA,CBlock,Gd,TA,Gd,GLQ,1219,Unf,0,424,GasA,TA,Y,SBrkr,0,1824,2,1,Gd,5,Typ,2,TA,Attchd,1971.0,Unf,2,TA,TA,Y,0,0,0,0,,,,0,6,2007,WD,Normal,302000,3467,3.0,36,5,6.0,1518.0
708,120,RL,48.0,6240,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,TwnhsE,1Story,Hip,CompShg,MetalSd,MetalSd,BrkFace,Gd,TA,PConc,Gd,TA,No,GLQ,863,Unf,0,461,GasA,Ex,Y,SBrkr,0,1324,2,1,Gd,6,Typ,1,Gd,Attchd,2006.0,Fin,2,TA,TA,Y,0,0,0,0,,,,0,12,2009,WD,Normal,254000,2648,3.0,3,3,6.5,956.0
709,60,RL,65.0,9018,Pave,,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,Hip,CompShg,VinylSd,VinylSd,,Gd,TA,PConc,Gd,TA,Av,Unf,0,Unf,0,728,GasA,Ex,Y,SBrkr,0,1456,3,1,Gd,8,Typ,1,Gd,Attchd,2007.0,Fin,2,TA,TA,Y,0,0,0,0,,,,0,7,2007,New,Partial,179540,2184,2.5,0,0,6.0,524.0
710,20,RL,,7162,Pave,,IR1,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,Gable,CompShg,HdBoard,HdBoard,BrkCmn,TA,TA,PConc,TA,TA,No,Unf,0,Unf,0,876,GasA,TA,Y,SBrkr,0,904,3,1,TA,6,Typ,0,,Attchd,1966.0,Unf,1,TA,TA,Y,0,0,0,0,,MnPrv,,0,12,2008,WD,Abnorml,109900,1780,1.0,42,42,6.0,449.0
711,30,RL,56.0,4130,Pave,,IR1,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,,Gd,TA,CBlock,TA,TA,No,Unf,0,Unf,0,270,GasA,Gd,Y,SBrkr,0,729,2,1,TA,5,Maj2,0,,,,,0,,,N,0,0,0,0,,,,0,7,2008,WD,Normal,52000,999,1.0,73,5,4.5,0.0
712,50,C (all),66.0,8712,Pave,Pave,Reg,HLS,AllPub,Inside,Mod,IDOTRR,Norm,Norm,1Fam,1.5Fin,Gable,CompShg,MetalSd,MetalSd,,TA,TA,Stone,TA,TA,Mn,Unf,0,Unf,0,859,GasA,Gd,Y,SBrkr,0,1178,2,1,TA,7,Typ,0,,Detchd,1964.0,RFn,1,TA,TA,N,98,0,0,0,,,,0,1,2010,WD,Abnorml,102776,2037,1.0,110,60,5.5,452.0
713,120,RL,40.0,4671,Pave,,IR1,HLS,AllPub,Inside,Gtl,StoneBr,Norm,Norm,TwnhsE,1Story,Gable,CompShg,HdBoard,HdBoard,,Gd,TA,PConc,Gd,TA,Mn,GLQ,767,Unf,0,461,GasA,Gd,Y,SBrkr,0,1228,2,1,Gd,5,Typ,1,Gd,Attchd,1988.0,Fin,2,TA,TA,Y,0,0,0,0,,,,0,10,2008,WD,Normal,189000,2456,3.0,20,19,6.5,760.0
714,190,RL,60.0,9873,Pave,,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,RRAn,Norm,2fmCon,1Story,Gable,CompShg,HdBoard,HdBoard,BrkFace,TA,TA,CBlock,TA,TA,Av,ALQ,789,Unf,0,171,GasW,TA,N,SBrkr,0,960,3,1,TA,6,Typ,0,,Detchd,1970.0,Unf,2,TA,TA,Y,0,0,0,0,,,,0,5,2006,WD,Normal,129000,1920,2.0,36,36,4.5,1024.0
715,60,RL,,13517,Pave,,IR1,Lvl,AllPub,CulDSac,Gtl,Sawyer,RRAe,Norm,1Fam,2Story,Gable,CompShg,HdBoard,Plywood,BrkFace,Gd,TA,CBlock,TA,TA,No,GLQ,533,Unf,0,192,GasA,Ex,Y,SBrkr,0,1479,3,1,Gd,6,Typ,0,,Attchd,1976.0,RFn,2,TA,TA,Y,0,0,0,0,,,,0,3,2010,WD,Normal,130500,2204,2.5,34,5,7.0,808.0
716,20,RL,78.0,10140,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,Hip,CompShg,HdBoard,HdBoard,BrkFace,TA,TA,CBlock,Gd,TA,No,Unf,0,Unf,0,1064,GasA,TA,Y,SBrkr,0,1350,3,1,TA,7,Typ,1,TA,Attchd,1974.0,RFn,2,TA,TA,Y,0,0,0,0,,MnPrv,,0,8,2009,WD,Normal,165000,2414,2.0,35,35,5.5,652.0
717,70,RM,60.0,10800,Pave,Grvl,Reg,Bnk,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,2Story,Gable,CompShg,Wd Sdng,VinylSd,,TA,Gd,BrkTil,TA,TA,No,Unf,0,Unf,0,718,GasA,Ex,Y,SBrkr,0,2554,3,1,TA,8,Typ,0,,Detchd,1996.0,Unf,2,TA,TA,P,143,0,0,0,,,,0,7,2007,WD,Normal,159500,3272,1.5,117,9,7.5,752.0
718,20,RL,80.0,10000,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,Gable,CompShg,HdBoard,HdBoard,,TA,TA,CBlock,Gd,TA,No,BLQ,1084,Unf,0,92,GasA,Gd,Y,SBrkr,0,1178,3,1,Gd,5,Typ,1,Fa,Attchd,1973.0,Unf,2,TA,TA,Y,0,0,0,0,,MnPrv,,0,11,2008,WD,Normal,157000,2354,2.0,35,8,5.5,663.0
719,60,RL,96.0,10542,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,Norm,1Fam,2Story,Hip,CompShg,Wd Sdng,ImStucc,BrkFace,Gd,TA,PConc,Gd,TA,Gd,GLQ,1173,Unf,0,138,GasA,Ex,Y,SBrkr,0,2418,3,1,Gd,9,Typ,1,TA,Attchd,1993.0,RFn,3,TA,TA,Y,216,0,0,0,,,,0,8,2008,WD,Normal,341000,3729,3.5,15,14,6.0,2038.0
720,20,RL,69.0,9920,Pave,,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,Gable,CompShg,HdBoard,Plywood,,TA,TA,CBlock,Gd,TA,Gd,ALQ,523,Unf,0,448,GasA,TA,Y,SBrkr,0,971,3,1,TA,5,Typ,1,Po,Attchd,1969.0,Unf,1,TA,TA,Y,0,0,0,0,,,,0,5,2006,WD,Normal,128500,1942,1.5,37,37,5.5,300.0
721,120,RL,,6563,Pave,,IR1,Low,AllPub,CulDSac,Mod,StoneBr,Norm,Norm,1Fam,1Story,Gable,CompShg,HdBoard,HdBoard,,Gd,TA,PConc,Gd,TA,Gd,GLQ,1148,Unf,0,594,GasA,TA,Y,SBrkr,0,1742,2,1,Gd,5,Typ,1,TA,Attchd,1985.0,RFn,2,TA,TA,Y,234,0,0,0,,,,0,12,2006,WD,Normal,275000,3484,3.0,21,21,6.5,706.0
722,120,RM,,4426,Pave,,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,TwnhsE,1Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,Av,GLQ,662,Unf,0,186,GasA,Ex,Y,SBrkr,0,848,1,1,Gd,3,Typ,0,,Attchd,2004.0,RFn,2,TA,TA,Y,0,0,0,0,,,,0,5,2010,WD,Normal,143000,1696,2.0,6,6,5.5,749.0
723,20,RL,70.0,8120,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,Gable,CompShg,MetalSd,MetalSd,,TA,Gd,CBlock,TA,TA,No,ALQ,191,Unf,0,673,GasA,Ex,Y,SBrkr,0,864,3,1,TA,5,Typ,0,,Detchd,1994.0,Unf,2,TA,TA,Y,0,0,0,0,,,,0,7,2009,WD,Normal,124500,1728,1.0,39,39,5.5,463.0
724,50,RL,60.0,8172,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1.5Fin,Gable,CompShg,MetalSd,MetalSd,,TA,TA,PConc,TA,TA,No,Unf,0,Unf,0,941,GasA,Ex,Y,SBrkr,0,1470,4,1,TA,7,Typ,0,,Detchd,1958.0,Unf,1,TA,TA,Y,0,0,156,0,,,,0,5,2008,WD,Normal,135000,2411,2.0,54,36,5.0,548.0
725,20,RL,86.0,13286,Pave,,IR1,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,Hip,CompShg,CemntBd,CmentBd,Stone,Ex,TA,PConc,Ex,TA,No,GLQ,1234,Unf,0,464,GasA,Ex,Y,SBrkr,0,1698,3,1,Ex,8,Typ,1,Gd,Attchd,2007.0,Fin,3,TA,TA,Y,0,0,0,0,,,,0,2,2009,WD,Normal,320000,3396,3.0,2,1,7.0,1499.0
726,20,RL,60.0,6960,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,Gable,CompShg,HdBoard,Plywood,,TA,TA,CBlock,TA,TA,No,ALQ,375,BLQ,239,250,GasA,TA,Y,SBrkr,0,864,3,1,Gd,5,Typ,0,,Detchd,1989.0,Unf,2,TA,TA,Y,0,0,0,0,,,Shed,500,11,2009,WD,Normal,120500,1728,1.0,39,39,5.0,756.0
727,20,RL,,21695,Pave,,IR1,Lvl,AllPub,Corner,Gtl,Crawfor,Norm,Norm,1Fam,1Story,Hip,CompShg,Wd Sdng,Plywood,BrkFace,Gd,Gd,CBlock,Gd,TA,No,GLQ,808,Unf,0,72,GasA,Ex,Y,SBrkr,0,1680,3,1,Gd,5,Typ,1,Gd,Attchd,1988.0,Fin,2,TA,TA,Y,0,182,0,0,,,,0,12,2009,WD,Normal,222000,2560,3.0,21,2,7.5,1136.0
728,20,RL,64.0,7314,Pave,,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,Stone,Gd,TA,PConc,Gd,TA,Av,GLQ,724,Unf,0,508,GasA,Ex,Y,SBrkr,0,1232,2,1,Gd,6,Typ,0,,Attchd,2007.0,RFn,2,TA,TA,Y,0,0,0,0,,,,0,2,2009,WD,Normal,194500,2464,3.0,2,2,6.0,846.0
729,90,RL,85.0,11475,Pave,,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,Duplex,1Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,TA,TA,CBlock,TA,TA,No,Unf,0,Unf,0,1584,GasA,TA,Y,SBrkr,0,1776,4,2,TA,9,Typ,0,,Detchd,1968.0,Unf,3,TA,TA,Y,0,0,0,0,,,,0,7,2009,COD,Abnorml,110000,3360,3.0,51,51,5.0,1008.0
730,30,RM,52.0,6240,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,1.5Fin,Gable,CompShg,MetalSd,MetalSd,,TA,TA,CBlock,TA,TA,No,BLQ,152,Unf,0,628,GasA,TA,Y,FuseA,360,1208,2,1,TA,5,Typ,0,,Detchd,1962.0,Unf,2,TA,TA,Y,112,0,0,0,,,,0,1,2009,WD,Normal,103000,1628,1.0,84,59,4.5,562.0
731,120,RL,39.0,5389,Pave,,IR1,Lvl,AllPub,Inside,Gtl,StoneBr,Norm,Norm,TwnhsE,1Story,Gable,CompShg,CemntBd,CmentBd,,Gd,TA,PConc,Gd,TA,No,GLQ,1180,Unf,0,415,GasA,Ex,Y,SBrkr,0,1616,2,1,Gd,5,Typ,1,TA,Attchd,1995.0,RFn,2,TA,TA,Y,0,0,0,0,,,,0,3,2010,WD,Normal,236500,3211,3.0,15,14,6.5,997.0
732,80,RL,73.0,9590,Pave,,IR1,Lvl,AllPub,Corner,Gtl,Timber,Norm,Norm,1Fam,SLvl,Gable,CompShg,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Ex,TA,Av,GLQ,786,Unf,0,82,GasA,Ex,Y,SBrkr,0,1146,3,1,Gd,6,Typ,1,Gd,Attchd,2003.0,Fin,2,TA,TA,Y,0,0,0,0,,,,0,5,2007,WD,Normal,187500,2014,3.0,4,4,6.0,1062.0
733,60,RL,75.0,11404,Pave,,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,Av,ALQ,252,Unf,0,901,GasA,Ex,Y,SBrkr,0,2031,3,1,Gd,8,Typ,1,TA,Attchd,1998.0,Fin,2,TA,TA,Y,0,0,0,0,,,,0,7,2008,WD,Normal,222500,3184,2.5,10,9,6.0,1019.0
734,20,RL,80.0,10000,Pave,,Reg,Lvl,AllPub,Corner,Gtl,Sawyer,Feedr,Norm,1Fam,1Story,Hip,CompShg,HdBoard,HdBoard,,TA,TA,CBlock,TA,TA,No,BLQ,594,Unf,0,270,GasA,Ex,Y,SBrkr,0,1144,3,1,TA,6,Typ,1,TA,Attchd,1961.0,RFn,1,TA,TA,Y,0,0,0,0,,GdWo,Shed,400,3,2009,WD,Normal,131400,2008,2.0,48,26,5.5,429.0
735,20,RL,,8978,Pave,,IR1,Lvl,AllPub,Corner,Gtl,Sawyer,Norm,Norm,1Fam,1Story,Gable,CompShg,Plywood,Plywood,,TA,TA,PConc,TA,TA,No,Unf,0,Unf,0,948,GasA,TA,Y,SBrkr,0,948,3,1,TA,6,Typ,0,,Attchd,1968.0,Unf,1,TA,TA,Y,0,0,0,0,,,,0,5,2007,WD,Family,108000,1896,1.0,39,39,5.0,447.0
736,75,RM,60.0,10800,Pave,,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,2.5Unf,Gable,CompShg,Wd Sdng,Wd Sdng,,TA,TA,BrkTil,Gd,TA,Mn,Rec,390,Unf,0,490,GasW,Fa,N,SBrkr,0,1768,2,1,TA,6,Typ,2,TA,Detchd,1914.0,Unf,2,TA,TA,N,0,0,0,0,,,,0,10,2006,WD,Normal,163000,2648,1.5,92,36,7.0,661.0
737,90,RL,60.0,8544,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,Duplex,1Story,Gable,CompShg,Stucco,Stone,,TA,TA,CBlock,,,,,0,,0,0,GasA,Gd,N,FuseF,0,1040,2,2,TA,6,Typ,0,,Detchd,1949.0,Unf,2,TA,TA,Y,0,0,0,0,,,,0,7,2006,WD,Normal,93500,1040,2.0,56,56,3.5,400.0
738,60,RL,72.0,10463,Pave,,IR1,HLS,AllPub,CulDSac,Gtl,Gilbert,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,893,GasA,Ex,Y,SBrkr,0,1801,3,1,Gd,8,Typ,1,Gd,Attchd,2005.0,Fin,3,TA,TA,Y,0,0,0,0,,,,0,6,2006,WD,Normal,239900,2694,2.5,1,1,6.5,916.0
739,90,RL,60.0,10800,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,Duplex,1Story,Gable,CompShg,Plywood,Plywood,,TA,TA,CBlock,Gd,Gd,Gd,GLQ,1200,Unf,0,0,GasA,TA,Y,SBrkr,0,1200,3,1,TA,5,Typ,0,,,,,0,,,Y,0,0,0,0,,,,0,3,2009,WD,Alloca,179000,2400,6.0,22,21,5.0,120.0
740,60,RL,65.0,9313,Pave,,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,864,GasA,Ex,Y,SBrkr,0,1728,3,1,Gd,7,Typ,0,,Attchd,2004.0,RFn,2,TA,TA,Y,0,0,0,0,,,,0,4,2009,WD,Normal,190000,2592,2.5,5,5,6.0,815.0
741,70,RM,60.0,9600,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,2Story,Gable,CompShg,Wd Sdng,Wd Shng,,TA,Gd,BrkTil,Fa,Fa,No,Unf,0,Unf,0,264,GasA,Ex,Y,SBrkr,0,1432,2,1,TA,7,Typ,0,,Detchd,1910.0,Unf,2,TA,Gd,Y,112,0,0,0,,GdPrv,,0,5,2007,WD,Abnorml,132000,1696,2.0,97,5,6.0,630.0
742,20,RL,65.0,6768,Pave,,IR1,Lvl,AllPub,Inside,Gtl,Sawyer,Feedr,Norm,1Fam,1Story,Hip,CompShg,HdBoard,HdBoard,,TA,Gd,CBlock,TA,TA,Mn,GLQ,832,Unf,0,80,GasA,Gd,Y,SBrkr,0,912,3,1,Gd,5,Typ,0,,Detchd,1962.0,Unf,1,TA,TA,Y,0,0,0,0,,GdPrv,,0,5,2008,WD,Normal,142000,1824,2.5,47,12,7.0,456.0
743,20,RL,65.0,8450,Pave,,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,TA,TA,PConc,Gd,TA,No,Unf,0,Unf,0,1349,GasA,Ex,Y,SBrkr,0,1349,3,1,TA,6,Typ,0,,Attchd,2000.0,Unf,2,TA,TA,Y,0,0,0,0,,GdPrv,,0,12,2007,WD,Normal,179000,2698,2.0,7,6,6.0,822.0
744,80,RL,70.0,12886,Pave,,IR1,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,SLvl,Gable,CompShg,HdBoard,HdBoard,,TA,TA,CBlock,Gd,TA,Av,ALQ,444,Unf,0,76,GasA,Ex,Y,SBrkr,0,1464,3,1,TA,6,Min2,1,TA,Attchd,1997.0,RFn,2,TA,TA,Y,0,0,100,0,,,,0,10,2009,WD,Normal,175000,1984,2.5,46,10,5.5,782.0
745,120,RL,41.0,5395,Pave,,IR1,HLS,AllPub,Inside,Gtl,StoneBr,Norm,Norm,TwnhsE,1Story,Gable,CompShg,HdBoard,HdBoard,,Gd,TA,PConc,Gd,TA,No,GLQ,733,Unf,0,604,GasA,Gd,Y,SBrkr,0,1337,2,1,Gd,5,Typ,1,TA,Attchd,1993.0,RFn,2,TA,TA,Y,70,168,0,0,,,,0,10,2008,WD,Normal,180000,2674,3.0,15,15,6.5,558.0
746,60,RL,,8963,Pave,,IR1,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,2Story,Hip,CompShg,VinylSd,VinylSd,BrkFace,Ex,Gd,CBlock,TA,Gd,No,GLQ,575,ALQ,80,487,GasA,Ex,Y,SBrkr,0,2715,4,1,Gd,11,Typ,2,TA,BuiltIn,1994.0,Fin,2,TA,TA,Y,0,0,0,0,,,,0,7,2008,WD,Normal,299800,3857,4.0,32,12,8.5,1324.0
747,60,RL,,8795,Pave,,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,,Gd,TA,PConc,Gd,TA,No,GLQ,300,Unf,0,652,GasA,Ex,Y,SBrkr,0,2256,4,1,Gd,8,Typ,1,TA,BuiltIn,2000.0,Fin,2,TA,TA,Y,0,0,0,0,,,,0,4,2009,WD,Normal,236000,3208,2.5,9,9,6.0,832.0
748,70,RM,65.0,11700,Pave,Pave,IR1,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,2Story,Mansard,CompShg,Stucco,Stucco,,Gd,TA,Stone,TA,Fa,No,Unf,0,Unf,0,1240,GasW,TA,N,SBrkr,0,2640,4,1,Gd,8,Typ,1,Gd,Detchd,1950.0,Unf,4,TA,TA,N,386,0,0,0,,,,0,5,2009,WD,Normal,265979,3880,1.5,129,6,7.0,1045.0
749,20,RL,59.0,10593,Pave,,IR1,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,Norm,1Fam,1Story,Hip,CompShg,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,No,GLQ,919,Unf,0,801,GasA,Ex,Y,SBrkr,0,1720,3,1,Gd,7,Typ,1,TA,Attchd,1996.0,Fin,2,TA,TA,Y,154,0,0,0,,,,0,3,2010,WD,Normal,260400,3440,3.0,14,14,6.0,1161.0
